,fit_l,mmd_l,fit_alpha,mmd_alpha,mmd
262,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,1,2025.5558
263,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,1,2115.0151
264,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,1,2093.5776
265,"tensor(1.2118, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",3,2,1340.6221
266,"tensor(1.2118, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",3,2,1672.7106
267,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,2,2034.6306
268,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,2,2284.9292
269,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,2,2138.7515
270,"tensor(1.2118, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",3,3,1302.7039
271,"tensor(1.2118, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",3,3,1699.7361
272,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,3,2016.2725
273,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,3,2226.6018
274,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,3,2056.7551
275,"tensor(1.2118, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",3,4,1316.0032
276,"tensor(1.2118, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",3,4,1648.5875
277,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,4,2039.1105
278,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,4,2216.1978
279,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,4,2176.7993
280,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",3,1,1086.6531
281,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",3,1,1617.7496
282,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,1,1934.0549
283,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,1,2002.9565
284,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,1,1959.5593
285,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",3,2,1066.2721
286,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",3,2,1522.1869
287,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,2,1938.4594
288,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,2,2137.2217
289,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,2,1907.3743
290,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",3,3,1021.64233
291,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",3,3,1433.33
292,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,3,1940.3564
293,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,3,2188.977
294,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,3,1896.3657
295,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",3,4,1032.1758
296,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",3,4,1450.5685
297,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",3,4,1940.5024
298,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",3,4,1993.2886
299,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",3,4,1915.5931
300,"tensor(0.0603, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,1,1652.8156
301,"tensor(0.0603, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,1,1991.2018
302,"tensor(0.0603, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,1,1998.0778
303,"tensor(0.0603, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,1,1979.1438
304,"tensor(0.0603, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,1,1939.4158
305,"tensor(0.0603, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,2,1550.4578
306,"tensor(0.0603, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,2,2007.812
307,"tensor(0.0603, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,2,2039.6038
308,"tensor(0.0603, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,2,1963.232
309,"tensor(0.0603, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,2,1947.2798
310,"tensor(0.0603, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,3,1509.2236
311,"tensor(0.0603, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,3,1977.2632
312,"tensor(0.0603, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,3,2065.7588
313,"tensor(0.0603, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,3,1967.5785
314,"tensor(0.0603, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,3,1962.3757
315,"tensor(0.0603, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,4,1512.5039
316,"tensor(0.0603, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,4,1965.394
317,"tensor(0.0603, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,4,2062.7397
318,"tensor(0.0603, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,4,1960.4124
319,"tensor(0.0603, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,4,1964.1759
320,"tensor(0.1640, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,1,1629.0145
321,"tensor(0.1640, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,1,1968.7318
322,"tensor(0.1640, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,1,2086.3354
323,"tensor(0.1640, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,1,2033.613
324,"tensor(0.1640, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,1,2002.3887
325,"tensor(0.1640, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,2,1506.607
326,"tensor(0.1640, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,2,1914.5696
327,"tensor(0.1640, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,2,2109.9712
328,"tensor(0.1640, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,2,1992.4095
329,"tensor(0.1640, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,2,2021.9595
330,"tensor(0.1640, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,3,1455.1655
331,"tensor(0.1640, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,3,1927.5286
332,"tensor(0.1640, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,3,2085.1
333,"tensor(0.1640, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,3,1975.3748
334,"tensor(0.1640, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,3,2023.0332
335,"tensor(0.1640, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,4,1447.5342
336,"tensor(0.1640, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,4,1942.5085
337,"tensor(0.1640, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,4,2098.148
338,"tensor(0.1640, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,4,1970.3696
339,"tensor(0.1640, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,4,2032.1405
340,"tensor(0.4458, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,1,1545.9409
341,"tensor(0.4458, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,1,1949.4895
342,"tensor(0.4458, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,1,2095.7417
343,"tensor(0.4458, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,1,2127.6216
344,"tensor(0.4458, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,1,2010.6626
345,"tensor(0.4458, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,2,1476.4976
346,"tensor(0.4458, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,2,1894.0078
347,"tensor(0.4458, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,2,2108.0498
348,"tensor(0.4458, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,2,2122.58
349,"tensor(0.4458, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,2,2014.5383
350,"tensor(0.4458, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,3,1454.9382
351,"tensor(0.4458, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,3,1848.4512
352,"tensor(0.4458, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,3,2119.6777
353,"tensor(0.4458, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,3,2085.81
354,"tensor(0.4458, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,3,2007.7178
355,"tensor(0.4458, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,4,1426.5581
356,"tensor(0.4458, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,4,1867.0706
357,"tensor(0.4458, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,4,2138.0977
358,"tensor(0.4458, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,4,2059.961
359,"tensor(0.4458, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,4,2006.6636
360,"tensor(1.2118, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,1,1364.4924
361,"tensor(1.2118, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,1,1746.0194
362,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,1,1967.2334
363,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,1,2104.4836
364,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,1,1980.0896
365,"tensor(1.2118, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,2,1319.3892
366,"tensor(1.2118, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,2,1681.4222
367,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,2,1982.4504
368,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,2,2148.7183
369,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,2,1973.7786
370,"tensor(1.2118, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,3,1325.2412
371,"tensor(1.2118, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,3,1642.1891
372,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,3,1954.1417
373,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,3,2070.67
374,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,3,1870.9249
375,"tensor(1.2118, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,4,1307.0021
376,"tensor(1.2118, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,4,1628.8151
377,"tensor(1.2118, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,4,1986.282
378,"tensor(1.2118, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,4,2087.2866
379,"tensor(1.2118, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,4,2116.1868
380,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,1,1102.4949
381,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,1,1625.1045
382,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,1,2056.408
383,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,1,2117.3755
384,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,1,2006.9543
385,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,2,1083.5012
386,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,2,1588.8707
387,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,2,1915.686
388,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,2,2237.8423
389,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,2,1943.3027
390,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,3,1108.776
391,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,3,1550.1013
392,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,3,2015.3489
393,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,3,2312.058
394,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,3,2020.1027
395,"tensor(3.2941, dtype=torch.float64)","tensor(0.0603, dtype=torch.float64)",4,4,1069.7808
396,"tensor(3.2941, dtype=torch.float64)","tensor(0.1640, dtype=torch.float64)",4,4,1481.3472
397,"tensor(3.2941, dtype=torch.float64)","tensor(0.4458, dtype=torch.float64)",4,4,2117.6675
398,"tensor(3.2941, dtype=torch.float64)","tensor(1.2118, dtype=torch.float64)",4,4,2171.5303
399,"tensor(3.2941, dtype=torch.float64)","tensor(3.2941, dtype=torch.float64)",4,4,2073.8674
